sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
3323,"For daily use, it will replace your broom, mop, swiffer and stick vac, leaving much cleaner floors and saving time and energy",Clean,positive,True,leaving much cleaner floors,"(71, 98)"
3323,"For daily use, it will replace your broom, mop, swiffer and stick vac, leaving much cleaner floors and saving time and energy",Speed,positive,True,saving time and energy,"(103, 125)"
3324,"For example, I connect it with a Bluetooth headset and I listen from there.",Connectivity,positive,True,connect it with a Bluetooth headset,"(15, 50)"
3325,For fast shipping and discounted price.,Delivery time,positive,True,fast shipping,"(4, 17)"
3325,For fast shipping and discounted price.,Price,positive,True,discounted price,"(22, 38)"
3326,"For goodness sake powerful, but I would like to understand why this was done?",Power,positive,True,powerful,"(18, 26)"
3327,For how much I spent on these airfryer s I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(75, 88)"
3327,For how much I spent on these airfryer s I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3328,For how much I spent on these coffee machines I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(80, 93)"
3328,For how much I spent on these coffee machines I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3329,For how much I spent on these dishwasher  I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(76, 89)"
3329,For how much I spent on these dishwasher  I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3330,For how much I spent on these fridge s I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(73, 86)"
3330,For how much I spent on these fridge s I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3331,For how much I spent on these hob s I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(70, 83)"
3331,For how much I spent on these hob s I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3332,For how much I spent on these oven s I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(71, 84)"
3332,For how much I spent on these oven s I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3333,For how much I spent on these speakers I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(73, 86)"
3333,For how much I spent on these speakers I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3334,For how much I spent on these steam iron s I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(77, 90)"
3334,For how much I spent on these steam iron s I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3335,For how much I spent on these straightener I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(77, 90)"
3335,For how much I spent on these straightener I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3336,For how much I spent on these television I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(75, 88)"
3336,For how much I spent on these television I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3337,For how much I spent on these vacuum cleaners I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(80, 93)"
3337,For how much I spent on these vacuum cleaners I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3338,For how much I spent on these washing machine s I would not have expected them to break so soon.,Durability,"negative, negative",True,break so soon,"(82, 95)"
3338,For how much I spent on these washing machine s I would not have expected them to break so soon.,Value for money,"negative, negative",True,how much I spent,"(4, 20)"
3339,"For me, a big plus is switching operating modes without having to hold the button with your finger while vacuuming.",User interface,positive,True,switching operating modes without having to hold the button with your finger,"(22, 98)"
3340,"For me, the function of the adjustable height of the upper basket is very useful",Compartments,positive,True,the adjustable height of the upper basket,"(24, 65)"
3341,For now the device works fine.,Performances,positive,True,works fine,"(19, 29)"
3342,"For such an expensive product, I was unimpressed.",Value,negative,True,I was unimpressed,"(31, 48)"
3342,"For such an expensive product, I was unimpressed.",Price,negative,True,expensive product,"(12, 29)"
3343,for that price you get an amazing product and amazing technical support too!,Value for money,"positive, positive",True,for that price you get an amazing product,"(0, 41)"
3343,for that price you get an amazing product and amazing technical support too!,Technical service,"positive, positive",True,amazing technical support,"(46, 71)"
3344,"For that reason I do not recommend it, but objectively the product is good.",Value,"negative, positive",True,the product is good,"(55, 74)"
3344,"For that reason I do not recommend it, but objectively the product is good.",Recommendation,"negative, positive",True,do not recommend it,"(18, 37)"
3345,"For the amount of hype leading up to the launch of their new ""flagship device"" I am immeasurably disappointed with this company that I've been supporting for years.",Brand,negative,True,this company,"(115, 127)"
3346,"For the features the Pro has over the regular ones, they're definitely worth it.",Features,"positive, positive",True,For the features the Pro has over the regular ones,"(0, 50)"
3346,"For the features the Pro has over the regular ones, they're definitely worth it.",Value for money,"positive, positive",True,definitely worth it,"(60, 79)"
3347,"For the first three months, they worked great and as advertised!",Advertisement,"positive, positive",True,as advertised,"(50, 63)"
3347,"For the first three months, they worked great and as advertised!",Performances,"positive, positive",True,worked great,"(33, 45)"
3348,For the last 3 years I have used a third party dryer and I must say Bosch is it.,Features,positive,True,third party dryer,"(35, 52)"
3349,For the price I'm not impressed.,Value for money,negative,True,For the price,"(0, 13)"
3350,For the price IM not impressed.,Value for money,negative,True,For the price,"(0, 13)"
3351,for the price it's reasonable salt indicator + practical rinse 3 programs very easy to use,Value for money,positive,True,for the price it's reasonable,"(0, 29)"
3351,for the price it's reasonable salt indicator + practical rinse 3 programs very easy to use,Usability,positive,True,very easy to use,"(74, 90)"
3351,for the price it's reasonable salt indicator + practical rinse 3 programs very easy to use,Notifications,positive,True,salt indicator,"(30, 44)"
3351,for the price it's reasonable salt indicator + practical rinse 3 programs very easy to use,Programme,positive,True,3 programs,"(63, 73)"
3352,For the price the quality just was not there.,Value for money,"negative, negative",True,For the price,"(0, 13)"
3352,For the price the quality just was not there.,Materials,"negative, negative",True,the quality,"(14, 25)"
3353,"For the price, it does the job well on tile and parquet surfaces.",Suitability,"positive, positive",True,does the job well on tile and parquet surfaces,"(18, 64)"
3354,"For the price, it is terrible quality!",Value for money,"negative, negative",True,For the price,"(0, 13)"
3354,"For the price, it is terrible quality!",Materials,"negative, negative",True,terrible quality,"(21, 37)"
3355,"for the price, it took 40 minutes with my super old straightener, it took 20 minutes with it, I think it's nice",Comparison,positive,True,with my super old straightener,"(34, 64)"
3355,"for the price, it took 40 minutes with my super old straightener, it took 20 minutes with it, I think it's nice",Value,positive,True,"for the price, it took 40 minutes","(0, 33)"
3355,"for the price, it took 40 minutes with my super old straightener, it took 20 minutes with it, I think it's nice",Speed,positive,True,it took 20 minutes,"(66, 84)"
3356,"for the price, it's a good deal.",Value for money,positive,True,good deal,"(22, 31)"
3357,"for the price, itS a good deal.",Value for money,positive,True,"for the price, itS a good deal","(0, 30)"
3358,"For the price, the warranty offers excellent value and peace of mind.",Warranty cost,positive,True,the warranty offers excellent value,"(15, 50)"
3359,"For the sound quality, the box itself is clearly too big and too expensive!",Size,"negative, negative",True,too big,"(49, 56)"
3359,"For the sound quality, the box itself is clearly too big and too expensive!",Price,"negative, negative",True,too expensive,"(61, 74)"
3360,for the thinner ones the eco program was enough for me,Features,positive,True,eco program,"(25, 36)"
3361,For this great accessories.,Accessories,positive,True,great accessories,"(9, 26)"
3362,"For this price and brand, it's worth spending money:)",Brand,positive,True,this price and brand,"(4, 24)"
3362,"For this price and brand, it's worth spending money:)",Value for money,positive,True,worth spending money,"(31, 51)"
3363,For this price I can only advise that you keep your hands off it.,Value for money,negative,True,For this price,"(0, 14)"
3363,For this price I can only advise that you keep your hands off it.,Recommendation,negative,True,I can only advise that you keep your hands off it,"(15, 64)"
3364,For those of you skeptical like I was these are definitely worth the money.,Value for money,positive,True,worth the money,"(59, 74)"
3365,"For those with young ears and acute hearing, do not buy this product.",Recommendation,negative,True,do not buy this product,"(45, 68)"
3366,For your information there is an E class energy consumption :(((,Consumption,negative,True,E class energy consumption,"(33, 59)"
3367,"Forget it, returning.",Value,negative,True,Forget it,"(0, 9)"
3368,Formidable,Value,positive,True,Formidable,"(0, 10)"
3369,fortunately i still have the warranty card,Warranty reachability,positive,True,warranty card,"(29, 42)"
3370,fortunately the container collects everything after,Container,positive,True,the container,"(12, 25)"
3371,fortunately the power stayed strong even when my 5year old pulled accidentally the plug,Power,positive,True,the power stayed strong,"(12, 35)"
3372,fortunately they replaced the wrong thing they sent me but at a too high price!,Price,negative,True,at a too high price,"(59, 78)"
3372,fortunately they replaced the wrong thing they sent me but at a too high price!,Wrong product or item,negative,True,replaced the wrong thing they sent me,"(17, 54)"
3373,fortunately you have a clear view of the dirt and dust inside,Visibility,positive,True,clear view of the dirt and dust inside,"(23, 61)"
3374,"Fortunately, it is very compact and can actually be taken anywhere.",Size,"positive, positive",True,very compact,"(19, 31)"
3374,"Fortunately, it is very compact and can actually be taken anywhere.",Portability,"positive, positive",True,can actually be taken anywhere,"(36, 66)"
3375,"Fortunately, the cost of replacement parts is quite economical.",Spare parts cost,positive,True,cost of replacement parts,"(17, 42)"
3376,"Fortunately, the cost of the spare parts is quite low.",Spare parts cost,positive,True,cost of the spare parts is quite low,"(17, 53)"
3377,"Fortunately, the cost of the warranty is quite reasonable, making it an attractive option for consumers.",Warranty cost,positive,True,cost of the warranty,"(17, 37)"
3378,"Fortunately, the return was easy and fast.",Return,positive,True,the return was easy and fast,"(13, 41)"
3379,"Fortunately, the warranty charges are reasonably priced, making it an accessible option for buyers.",Warranty cost,positive,True,reasonably priced,"(38, 55)"
3380,Found it really easy to use and washes dishes very clean.,Clean,"positive, positive, positive",True,washes dishes very clean,"(32, 56)"
3380,Found it really easy to use and washes dishes very clean.,Usability,"positive, positive, positive",True,really easy to use,"(9, 27)"
3381,Found it was too awkward to store,Storage,negative,True,too awkward to store,"(13, 33)"
3382,"found the spare part I needed online right away, and it arrived at my doorstep within a day. now works well again!",Spare parts availability,"positive, positive, positive",True,found the spare part I needed online right away,"(0, 47)"
3382,"found the spare part I needed online right away, and it arrived at my doorstep within a day. now works well again!",Delivery time,"positive, positive, positive",True,it arrived at my doorstep within a day,"(53, 91)"
3382,"found the spare part I needed online right away, and it arrived at my doorstep within a day. now works well again!",Performances,"positive, positive, positive",True,now works well again,"(93, 113)"
3383,Fragile handle and not good suction.,Clean,"negative, negative",True,not good suction,"(19, 35)"
3383,Fragile handle and not good suction.,Body,"negative, negative",True,Fragile handle,"(0, 14)"
3384,Frankly not worth buying.,Value for money,negative,True,not worth buying,"(8, 24)"
3385,"Frankly the connectivity is great: I use Spotify, Amazon music via Alexa, but there are also a dozen free music applications that are really worth using on it.",Connectivity,positive,True,the connectivity is great,"(8, 33)"
3386,"Frankly, I couldn't believe the dust that came out because I had my house taken almost every day.",Clean,positive,True,the dust that came out,"(28, 50)"
3387,Free warranty extension at Registration possible for 3 years,Warranty extension,positive,True,Free warranty extension at Registration possible for 3 years,"(0, 60)"
3388,freeze section worse than the dysen and the power no better than samsung!,Dynamic comparison,"negative, negative",True,worse than the dysen and the power no better than samsung,"(15, 72)"
3389,freezer  broke after a few months through just normal use.,Durability,negative,True,broke after a few months,"(9, 33)"
3390,Freezer is pretty fast.,Speed,positive,True,pretty fast,"(11, 22)"
3391,freezes in an instant!,Speed,positive,True,freezes in an instant,"(0, 21)"
3392,freezes not evenly because it has weird speed,Speed,negative,True,weird speed,"(34, 45)"
3393,freezes too quickly though,Speed,negative,True,freezes too quickly,"(0, 19)"
3394,freezing perfomarce is better in dyson it's true but grundig is more energy efficient and thus environmentally friendly,Dynamic comparison,"positive, negative",True,freezing perfomarce is better in dyson it's true but grundig is more energy efficient,"(0, 85)"
3395,fridge  are in excellent condition.,Second hand feeling,positive,True,excellent condition,"(15, 34)"
3396,fridge easily gets clogged.,Failures,negative,True,easily gets clogged,"(7, 26)"
3397,Fridge freezer works fine but leaky water dispenser from new.,Container,"positive, negative, negative, negative",True,leaky water dispenser,"(30, 51)"
3397,Fridge freezer works fine but leaky water dispenser from new.,Failures,"positive, negative, negative, negative",True,leaky water dispenser,"(30, 51)"
3397,Fridge freezer works fine but leaky water dispenser from new.,Performances,"positive, negative, negative, negative",True,works fine,"(15, 25)"
3398,Fridge has lots of space and is frost free.,Capacity,positive,True,lots of space,"(11, 24)"
3398,Fridge has lots of space and is frost free.,Failures,positive,True,frost free,"(32, 42)"
3399,fridge s were worth the price.,Value for money,positive,True,worth the price,"(14, 29)"
3400,fridge s work as advertised.,Advertisement,positive,True,as advertised,"(14, 27)"
3401,fridge-freezer   is great.,Value,positive,True,is great,"(17, 25)"
3402,fridge-freezer   is nice.,Value,positive,True,nice,"(20, 24)"
3403,fridge-freezer  and Amazon were brilliant for customer service and replacing the fridge-freezer  when the battery wouldn't charge .,Replacement process,positive,True,replacing the fridge-freezer,"(67, 95)"
3403,fridge-freezer  and Amazon were brilliant for customer service and replacing the fridge-freezer  when the battery wouldn't charge .,Retailer,positive,True,Amazon,"(20, 26)"
3403,fridge-freezer  and Amazon were brilliant for customer service and replacing the fridge-freezer  when the battery wouldn't charge .,Customer service quality,positive,True,brilliant for customer service,"(32, 62)"
3404,from the kitchen comes the beautiful smell of chicken from my Electrolux oven,Smell,positive,True,beautiful smell of chicken,"(27, 53)"
3405,"From the very beginning, the equipment does not clean the dishes of the lower insert.",Clean,negative,True,does not clean the dishes,"(39, 64)"
3406,"from time to time it overheats, I don't recommend",Failures,negative,True,it overheats,"(18, 30)"
3406,"from time to time it overheats, I don't recommend",Recommendation,negative,True,I don't recommend,"(32, 49)"
3407,Frost free and plenty of fridge space love the bottle rack inside,Capacity,"positive, positive, positive, positive",True,plenty of fridge space,"(15, 37)"
3407,Frost free and plenty of fridge space love the bottle rack inside,Container,"positive, positive, positive, positive",True,bottle rack inside,"(47, 65)"
3408,Frost free and quiet.,Noise,positive,True,quiet,"(15, 20)"
3409,froze everything quickly,Speed,positive,True,froze everything quickly,"(0, 24)"
3410,fruit not ok,Suitability,negative,True,fruit not ok,"(0, 12)"
3411,"Frustrated, I packed it up and did the return",Value,negative,True,Frustrated,"(0, 10)"
3412,Frustrating and disappointing.,Value,negative,True,Frustrating and disappointing,"(0, 29)"
3413,"Full marhs to them they replaced the whole machine, which is still working.",Replacement process,positive,True,replaced the whole machine,"(24, 50)"
3414,"Full marks for shipping, service and product",Delivery,positive,True,Full marks for shipping,"(0, 23)"
3415,Full power really doesn't last long but we have mostly hard floors so Only really need the lower sound and works very well.,Performances,"negative, positive",True,works very well,"(107, 122)"
3415,Full power really doesn't last long but we have mostly hard floors so Only really need the lower sound and works very well.,Battery,"negative, positive",True,doesn't last long,"(18, 35)"
3416,Full power really doesn't last long but we have mostly hard floors so Only really need the lower suction and works very well.,Performances,"negative, positive",True,works very well,"(109, 124)"
3416,Full power really doesn't last long but we have mostly hard floors so Only really need the lower suction and works very well.,Battery,"negative, positive",True,doesn't last long,"(18, 35)"
3417,"Full price performance product, not counting the squeezing noise.",Value for money,"positive, negative",True,Full price performance product,"(0, 30)"
3417,"Full price performance product, not counting the squeezing noise.",Noise,"positive, negative",True,squeezing noise,"(49, 64)"
3418,fully compatible with all device,Compatibility,positive,True,fully compatible with all device,"(0, 32)"
3419,Fully compatible with the refrigerator door tray,Compatibility,positive,True,Fully compatible with the refrigerator door tray,"(0, 48)"
3420,Fully compatible.,Compatibility,positive,True,Fully compatible,"(0, 16)"
3421,Fully recommend,Recommendation,positive,True,Fully recommend,"(0, 15)"
3422,Functional and convenient the supplied glove and also the pouch for storing it.,Accessories,positive,True,the supplied glove and also the pouch for storing it,"(26, 78)"
3423,"Functional, low noise, multifunction.",Features,positive,True,Functional,"(0, 10)"
3423,"Functional, low noise, multifunction.",Noise,positive,True,low noise,"(12, 21)"
3423,"Functional, low noise, multifunction.",Performances,positive,True,multifunction,"(23, 36)"
3424,"functionality, quality, ease of use, power, convenience",Suitability,"positive, positive, positive, positive, positive, positive",True,"functionality, quality, ease of use, power, convenience","(0, 55)"
3424,"functionality, quality, ease of use, power, convenience",Usability,"positive, positive, positive, positive, positive, positive",True,ease of use,"(24, 35)"
3424,"functionality, quality, ease of use, power, convenience",Materials,"positive, positive, positive, positive, positive, positive",True,quality,"(15, 22)"
3424,"functionality, quality, ease of use, power, convenience",Power,"positive, positive, positive, positive, positive, positive",True,power,"(37, 42)"
3425,Functions are smooth and on boost it heats so fast,Features,positive,True,Functions are smooth and on boost it heats so fast,"(0, 50)"
3426,"Furthermore, the plastic where the coupling between the tank and the tube is broken (using it normally), luckily I was able to repair it by gluing it but I don't know how long it will last ...",Body,negative,True,the plastic where the coupling between the tank and the tube is broken,"(13, 83)"
3427,"Furthermore, the vacuum cleaner cannot be connected to the arcelik soundbars.",Connectivity,negative,True,cannot be connected to the arcelik soundbars,"(32, 76)"
3428,"Furthermore, when connected to my phone via bluetooth, when I'd get a call or text the Xbox headset volume would randomly max out, causing the game audio to go right to max and be almost painful for a few seconds.",Side effect/Comfort,negative,True,almost painful for a few seconds,"(180, 212)"
3429,Game changer,Value,positive,True,Game changer,"(0, 12)"
3430,Game-changer!,Value,positive,True,Game-changer!,"(0, 13)"
3431,Gas control not secure.,Safety,negative,True,Gas control not secure,"(0, 22)"
3432,Gave me used coffee maker  turkish coffee machine s.,Second hand feeling,negative,True,used coffee maker,"(8, 25)"
3433,Gave me used hair dryer  soundbar s.,Second hand feeling,negative,True,used hair dryer,"(8, 23)"
3434,Gave me used iron  iron steamer  s.,Second hand feeling,negative,True,used iron,"(8, 17)"
3435,Gave me used microwave  built-in oven  s.,Second hand feeling,negative,True,used microwave  built-in oven,"(8, 37)"
3436,Gave me used refrigerator freezer  s.,Second hand feeling,negative,True,used refrigerator freezer,"(8, 33)"
3437,Gave me used robot  s.,Second hand feeling,negative,True,used robot,"(8, 18)"
3438,Gave me used robot cleaner s.,Second hand feeling,negative,True,used robot cleaner,"(8, 26)"
3439,Gave me used robot s.,Second hand feeling,negative,True,used robot,"(8, 18)"
3440,Gave me used robot soundbar s.,Second hand feeling,negative,True,used robot soundbar,"(8, 27)"
3441,Gave me used robot toaster s.,Second hand feeling,negative,True,used robot toaster,"(8, 26)"
3442,Gave me used washing machine  washer dryer  s.,Second hand feeling,negative,True,used washing machine,"(8, 28)"
3443,Geat accessories included,Accessories,positive,True,Geat accessories included,"(0, 25)"
3444,"generally ok, the only drawback is that you have to keep holding the power button",Value,"positive, negative",True,generally ok,"(0, 12)"
3444,"generally ok, the only drawback is that you have to keep holding the power button",User interface,"positive, negative",True,the only drawback is that you have to keep holding the power button,"(14, 81)"
3445,Generous size.,Size,positive,True,Generous size,"(0, 13)"
3446,"Genuine product, works well",Authenticity,positive,True,Genuine product,"(0, 15)"
3446,"Genuine product, works well",Performances,positive,True,works well,"(17, 27)"
3447,Genuinely love this.,Value,positive,True,Genuinely love this,"(0, 19)"
3448,"Get it if you only watch tv channels, otherwise don't",Recommendation,"positive, negative",True,"Get it if you only watch tv channels, otherwise don't","(0, 53)"
3449,Get it!,Recommendation,positive,True,Get it!,"(0, 7)"
3450,Get it!!,Recommendation,positive,True,Get it!!,"(0, 8)"
3451,Get it!!!,Recommendation,positive,True,Get it!!!,"(0, 9)"
3452,get it...,Recommendation,positive,True,get it,"(0, 6)"
3453,Get one!),Recommendation,positive,True,Get one!,"(0, 8)"
3454,Get them!,Recommendation,positive,True,Get them!,"(0, 9)"
3456,Get this !,Recommendation,positive,True,Get this !,"(0, 10)"
3457,Get this built-in oven  !,Recommendation,positive,True,Get this built-in oven,"(0, 22)"
3458,Get this cleaner !,Recommendation,positive,True,Get this cleaner !,"(0, 18)"
3459,Get this coffee maker !!,Recommendation,positive,True,Get this coffee maker !!,"(0, 24)"
3460,get this coffee maker !!!,Recommendation,positive,True,get this coffee maker,"(0, 21)"
3461,Get this coffee maker !!!!,Recommendation,positive,True,Get this coffee maker,"(0, 21)"
3462,Get this freezer  !,Recommendation,positive,True,Get this freezer,"(0, 16)"
3463,Get this hair dryer  !!,Recommendation,positive,True,Get this hair dryer,"(0, 19)"
3464,get this hair dryer  !!!,Recommendation,positive,True,get this hair dryer,"(0, 19)"
3465,Get this hair dryer  !!!!,Recommendation,positive,True,Get this hair dryer,"(0, 19)"
3466,Get this iron  !!,Recommendation,positive,True,Get this iron,"(0, 13)"
3467,get this iron  !!!,Recommendation,positive,True,get this iron,"(0, 13)"
3468,Get this iron  !!!!,Recommendation,positive,True,Get this iron,"(0, 13)"
3469,Get this iron steamer  !,Recommendation,positive,True,Get this iron steamer,"(0, 21)"
3470,Get this microwave  !!,Recommendation,positive,True,Get this microwave,"(0, 18)"
3471,get this microwave  !!!,Recommendation,positive,True,get this microwave,"(0, 18)"
3472,Get this microwave  !!!!,Recommendation,positive,True,Get this microwave,"(0, 18)"
3473,Get this product!,Recommendation,positive,True,Get this product!,"(0, 17)"
3474,Get this refrigerator !!,Recommendation,positive,True,Get this refrigerator !!,"(0, 24)"
3475,get this refrigerator !!!,Recommendation,positive,True,get this refrigerator,"(0, 21)"
3476,Get this refrigerator !!!!,Recommendation,positive,True,Get this refrigerator,"(0, 21)"
3477,Get this robot !!,Recommendation,positive,True,Get this robot !!,"(0, 17)"
3478,get this robot !!!,Recommendation,positive,True,get this robot,"(0, 14)"
3479,Get this robot !!!!,Recommendation,positive,True,Get this robot,"(0, 14)"
3480,Get this soundbar !,Recommendation,positive,True,Get this soundbar !,"(0, 19)"
3481,Get this toaster !,Recommendation,positive,True,Get this toaster !,"(0, 18)"
3482,Get this turkish coffee machine !,Recommendation,positive,True,Get this turkish coffee machine !,"(0, 33)"
3483,Get this washer dryer  !,Recommendation,positive,True,Get this washer dryer,"(0, 21)"
3484,Get this washing machine  !!,Recommendation,positive,True,Get this washing machine,"(0, 24)"
3485,get this washing machine  !!!,Recommendation,positive,True,get this washing machine,"(0, 24)"
3486,Get this washing machine  !!!!,Recommendation,positive,True,Get this washing machine,"(0, 24)"
3487,Gets blocked easily with fluff and larger dirt .,Failures,negative,True,Gets blocked easily with fluff and larger dirt,"(0, 46)"
3488,"Gets to places I can’t, like under the beds and sofas",Usability,positive,True,Gets to places I can’t,"(0, 22)"
3489,"Give me a whole world of money, but the battery is not under warranty!",Warranty coverage,negative,True,not under warranty,"(51, 69)"
3490,"Give me a whole world of money, but the product is not under warranty!",Warranty coverage,negative,True,not under warranty,"(51, 69)"
3491,"Given all of these minor flaws, I still recommend this  if you can grab it for under $100 given the value when compared to other s such as beko and Astros.",Recommendation,positive,True,I still recommend this  if you can grab it for under $100 given the value when compared to other s such as beko and Astros.,"(32, 155)"
3492,"Given all of these minor flaws, I still recommend this built-in oven  if you can grab it for under $100 given the value when compared to other built-in oven s such as beko and Astros.",Recommendation,positive,True,I still recommend this built-in oven,"(32, 68)"
3493,"Given all of these minor flaws, I still recommend this cleaner if you can grab it for under $100 given the value when compared to other cleaners such as beko and Astros.",Recommendation,positive,True,I still recommend this cleaner,"(32, 62)"
3494,"Given all of these minor flaws, I still recommend this freezer  if you can grab it for under $100 given the value when compared to other freezer s such as beko and Astros.",Recommendation,positive,True,I still recommend this freezer,"(32, 62)"
3495,"Given all of these minor flaws, I still recommend this if you can grab it for under $100 given the value when compared to other such as beko and Astros.",Recommendation,positive,True,I still recommend this if you can grab it for under $100 given the value when compared to other such as beko and Astros.,"(32, 152)"
3496,"Given all of these minor flaws, I still recommend this iron steamer  if you can grab it for under $100 given the value when compared to other iron steamer s such as beko and Astros.",Recommendation,positive,True,I still recommend this iron steamer,"(32, 67)"
3497,"Given all of these minor flaws, I still recommend this soundbar if you can grab it for under $100 given the value when compared to other soundbars such as beko and Astros.",Recommendation,positive,True,I still recommend this soundbar,"(32, 63)"
3498,"Given all of these minor flaws, I still recommend this soundbar if you can grab it for under $100 given the value when compared to other soundbars such as grundig and Astros.",Recommendation,positive,True,I still recommend this soundbar,"(32, 63)"
3499,"Given all of these minor flaws, I still recommend this soundbar if you can grab it for under $100 given the value when compared to other soundbars such as rowenta and Astros.",Recommendation,positive,True,I still recommend this soundbar,"(32, 63)"
3500,"Given all of these minor flaws, I still recommend this toaster if you can grab it for under $100 given the value when compared to other cleaners such as beko and Astros.",Recommendation,positive,True,I still recommend this toaster,"(32, 62)"
3501,"Given all of these minor flaws, I still recommend this turkish coffee machine if you can grab it for under $100 given the value when compared to other turkish coffee machines such as beko and Astros.",Recommendation,positive,True,I still recommend this turkish coffee machine,"(32, 77)"
3502,"Given all of these minor flaws, I still recommend this washer dryer  if you can grab it for under $100 given the value when compared to other washer dryer s such as beko and Astros.",Recommendation,positive,True,I still recommend this washer dryer,"(32, 67)"
3503,"Given the going price, I don't think I would recommend these airfryer s.",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3503,"Given the going price, I don't think I would recommend these airfryer s.",Recommendation,"negative, negative",True,I don't think I would recommend these airfryer s,"(23, 71)"
3504,"Given the going price, I don't think I would recommend these coffee machines.",Value for money,"negative, negative",True,the going price,"(6, 21)"
3504,"Given the going price, I don't think I would recommend these coffee machines.",Recommendation,"negative, negative",True,I don't think I would recommend these coffee machines,"(23, 76)"
3505,"Given the going price, I don't think I would recommend these dishwasher  .",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3505,"Given the going price, I don't think I would recommend these dishwasher  .",Recommendation,"negative, negative",True,I don't think I would recommend these dishwasher,"(23, 71)"
3506,"Given the going price, I don't think I would recommend these fridge s.",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3506,"Given the going price, I don't think I would recommend these fridge s.",Recommendation,"negative, negative",True,I don't think I would recommend these fridge s,"(23, 69)"
3507,"Given the going price, I don't think I would recommend these hob s.",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3507,"Given the going price, I don't think I would recommend these hob s.",Recommendation,"negative, negative",True,I don't think I would recommend these hob s,"(23, 66)"
3508,"Given the going price, I don't think I would recommend these oven s.",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3508,"Given the going price, I don't think I would recommend these oven s.",Recommendation,"negative, negative",True,I don't think I would recommend these oven s,"(23, 67)"
3509,"Given the going price, I don't think I would recommend these speakers.",Value for money,"negative, negative",True,the going price,"(6, 21)"
3509,"Given the going price, I don't think I would recommend these speakers.",Recommendation,"negative, negative",True,I don't think I would recommend these speakers,"(23, 69)"
3510,"Given the going price, I don't think I would recommend these steam iron s.",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3511,"Given the going price, I don't think I would recommend these straightener.",Value for money,"negative, negative",True,the going price,"(6, 21)"
3511,"Given the going price, I don't think I would recommend these straightener.",Recommendation,"negative, negative",True,I don't think I would recommend these straightener,"(23, 73)"
3512,"Given the going price, I don't think I would recommend these television.",Value for money,"negative, negative",True,the going price,"(6, 21)"
3512,"Given the going price, I don't think I would recommend these television.",Recommendation,"negative, negative",True,I don't think I would recommend these television,"(23, 71)"
3513,"Given the going price, I don't think I would recommend these vacuum cleaners.",Value for money,"negative, negative",True,the going price,"(6, 21)"
3513,"Given the going price, I don't think I would recommend these vacuum cleaners.",Recommendation,"negative, negative",True,I don't think I would recommend these vacuum cleaners,"(23, 76)"
3514,"Given the going price, I don't think I would recommend these washing machine s.",Value for money,"negative, negative",True,Given the going price,"(0, 21)"
3515,Gives better results than my previous Dyson.,Comparison,positive,True,better results than my previous Dyson,"(6, 43)"
3516,Giving this two stars.,Value,negative,True,Giving this two stars,"(0, 21)"
3517,Glad i purchased it.,Value,positive,True,Glad i purchased it,"(0, 19)"
3518,Go for it best in this range.,Recommendation,positive,True,Go for it,"(0, 9)"
3519,Go for it it's worth it.,Value for money,"positive, positive",True,worth it,"(15, 23)"
3519,Go for it it's worth it.,Recommendation,"positive, positive",True,Go for it,"(0, 9)"
3520,Go for it itS worth it.,Value for money,"positive, positive",True,worth it,"(14, 22)"
3520,Go for it itS worth it.,Recommendation,"positive, positive",True,Go for it,"(0, 9)"
